timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
2025-06-23T13:15:46.148134,-1.55380859375,0.21431640624999998,0.905869140625,-3.720731707317073,-8.277073170731708,137.14170731707318
2025-06-23T13:15:46.148243,-1.83505859375,0.02315429687499998,0.956650390625,-12.623170731707319,-1.7526829268292685,138.72707317073173
2025-06-23T13:15:46.148302,-1.611669921875,0.21895507812499998,0.87583984375,-6.586585365853659,-7.362439024390244,130.98317073170733
2025-06-23T13:15:46.148352,-1.67099609375,0.00728515624999998,0.845322265625,-11.89146341463415,-3.094146341463415,133.42219512195123
2025-06-23T13:15:46.148403,-1.603857421875,0.22041992187499998,0.986435546875,-6.708536585365855,-7.240487804878049,136.4709756097561
2025-06-23T13:15:46.282358,-1.688818359375,0.10811523437499998,0.98228515625,-9.391463414634147,-4.069756097560976,143.36121951219513
2025-06-23T13:15:46.282448,-1.6041015625,0.23335937499999998,0.8968359375,-8.35487804878049,-6.691707317073171,137.69048780487805
2025-06-23T13:15:46.282492,-1.633154296875,0.16011718749999998,0.927353515625,-8.903658536585368,-4.313658536585367,144.2758536585366
2025-06-23T13:15:46.282529,-1.611181640625,0.22041992187499998,0.880234375,-8.171951219512197,-6.630731707317074,150.61731707317074
2025-06-23T13:15:46.282595,-1.605078125,0.15108398437499998,0.87828125,-8.1109756097561,-5.350243902439025,157.019756097561
2025-06-23T13:15:46.377613,-1.524267578125,0.330283203125,0.856064453125,-7.31829268292683,-5.411219512195123,153.91
2025-06-23T13:15:46.377699,-1.46201171875,0.24068359374999998,0.85923828125,-8.415853658536587,-4.801463414634147,156.8368292682927
2025-06-23T13:15:46.377744,-1.478125,0.299521484375,0.9085546875,-8.537804878048782,-5.411219512195123,151.7148780487805
2025-06-23T13:15:46.377783,-1.510595703125,0.33150390625,0.917099609375,-7.379268292682927,-5.594146341463415,158.54414634146343
2025-06-23T13:15:46.377822,-1.447607421875,0.3183203125,1.0125585937500001,-8.537804878048782,-6.203902439024391,153.91
2025-06-23T13:15:46.377857,-1.4390625,0.343955078125,0.87193359375,-7.806097560975611,-4.374634146341464,160.43439024390244
2025-06-23T13:15:46.378503,-1.417333984375,0.398154296875,0.903916015625,-7.379268292682927,-5.533170731707318,158.48317073170733
2025-06-23T13:15:46.378559,-1.39462890625,0.38814453125,0.88755859375,-8.232926829268294,-5.167317073170732,162.14170731707318
2025-06-23T13:15:46.378600,-1.369482421875,0.424521484375,0.900498046875,-7.501219512195122,-5.777073170731708,165.61731707317074
2025-06-23T13:15:46.378768,-1.390478515625,0.46431640625,0.873154296875,-7.379268292682927,-5.71609756097561,165.31243902439024
2025-06-23T13:15:46.378814,-1.236669921875,0.440146484375,0.891953125,-8.1109756097561,-6.874634146341465,163.72707317073173
2025-06-23T13:15:46.379550,-1.2232421875,0.4540625,0.872177734375,-7.623170731707318,-4.923414634146342,162.38560975609758
2025-06-23T13:15:46.379616,-1.2046875,0.477744140625,0.842392578125,-6.830487804878049,-4.862439024390245,160.00756097560978
2025-06-23T13:15:46.379658,-1.23447265625,0.45259765625,0.915390625,-6.586585365853659,-6.935609756097562,159.88560975609758
2025-06-23T13:15:46.379697,-1.221044921875,0.478720703125,0.910751953125,-6.4036585365853655,-5.777073170731708,160.80024390243904
2025-06-23T13:15:46.379736,-1.1373046875,0.52193359375,0.861435546875,-6.4036585365853655,-8.277073170731708,161.28804878048783
2025-06-23T13:15:46.499765,-1.19345703125,0.474326171875,0.85337890625,-8.1109756097561,-6.996585365853659,161.22707317073173
2025-06-23T13:15:46.499856,-1.0298828125,0.55416015625,0.92076171875,-7.013414634146343,-10.167317073170732,163.84902439024393
2025-06-23T13:15:46.499897,-1.080419921875,0.445029296875,0.991806640625,-9.025609756097563,-6.020975609756098,157.08073170731709
2025-06-23T13:15:46.499935,-1.11923828125,0.46822265625,0.909287109375,-7.196341463414634,-5.167317073170732,159.94658536585368
2025-06-23T13:15:46.499973,-0.971044921875,0.5253515625,1.0003515625000001,-6.586585365853659,-8.399024390243902,160.86121951219513
2025-06-23T13:15:46.500746,-0.996923828125,0.536337890625,0.8987890625,-7.013414634146343,-4.130731707317073,156.4709756097561
2025-06-23T13:15:46.500803,-0.98203125,0.54390625,0.967392578125,-6.708536585365855,-6.447804878048781,159.58073170731709
2025-06-23T13:15:46.500846,-0.988134765625,0.558310546875,0.9525,-7.196341463414634,-7.911219512195122,161.8368292682927
2025-06-23T13:15:46.500883,-0.870703125,0.536337890625,0.887802734375,-7.196341463414634,-8.947804878048782,165.25146341463415
2025-06-23T13:15:46.500921,-0.908544921875,0.515830078125,0.959580078125,-7.257317073170733,-8.5209756097561,165.25146341463415
2025-06-23T13:15:46.555963,-0.8755859375,0.487998046875,1.0240332031250001,-6.586585365853659,-7.301463414634147,163.60512195121953
2025-06-23T13:15:46.556053,-0.7984375,0.529990234375,0.916123046875,-7.07439024390244,-6.813658536585366,161.5319512195122
2025-06-23T13:15:46.556096,-0.807470703125,0.49263671875,1.0201269531250001,-8.659756097560978,-7.240487804878049,159.2148780487805
2025-06-23T13:15:46.556135,-0.730078125,0.54537109375,0.95884765625,-8.293902439024391,-8.5209756097561,158.9709756097561
2025-06-23T13:15:46.556172,-0.788916015625,0.51412109375,1.0230566406250001,-9.391463414634147,-6.996585365853659,155.98317073170733
2025-06-23T13:15:46.556210,-0.655615234375,0.491171875,0.94810546875,-9.513414634146343,-8.886829268292683,153.91
2025-06-23T13:15:46.589969,-0.821630859375,0.4853125,1.0132910156250001,-9.08658536585366,-6.569756097560977,157.019756097561
2025-06-23T13:15:46.590065,-0.624365234375,0.4823828125,0.876083984375,-8.476829268292684,-10.47219512195122,162.26365853658538
2025-06-23T13:15:46.590112,-0.677587890625,0.529501953125,0.926376953125,-5.367073170731707,-7.48439024390244,164.88560975609758
2025-06-23T13:15:46.590154,-0.590673828125,0.482138671875,0.905869140625,-6.647560975609756,-7.240487804878049,164.1539024390244
2025-06-23T13:15:46.590192,-0.589697265625,0.5165625,0.9163671875,-6.281707317073171,-5.71609756097561,167.26365853658538
2025-06-23T13:15:46.645456,-0.53916015625,0.46578125,0.964462890625,-8.293902439024391,-7.667317073170733,167.93439024390244
2025-06-23T13:15:46.645548,-0.537939453125,0.507041015625,0.96958984375,-7.989024390243903,-7.606341463414634,169.58073170731709
2025-06-23T13:15:46.645594,-0.497412109375,0.45455078125,0.941513671875,-8.537804878048782,-9.374634146341464,174.2758536585366
2025-06-23T13:15:46.645633,-0.461767578125,0.448203125,0.998154296875,-7.684146341463415,-8.581951219512195,174.2148780487805
2025-06-23T13:15:46.645670,-0.448095703125,0.430625,0.970078125,-8.05,-7.301463414634147,173.11731707317074
2025-06-23T13:15:46.693747,-0.537451171875,0.4687109375,0.97203125,-7.257317073170733,-5.655121951219513,174.0929268292683
2025-06-23T13:15:46.693833,-0.316259765625,0.468955078125,0.9280859375,-9.391463414634147,-10.594146341463414,182.62951219512198
2025-06-23T13:15:46.693882,-0.42587890625,0.4540625,0.983994140625,-10.001219512195124,-8.764878048780488,186.10512195121953
2025-06-23T13:15:46.693924,-0.278662109375,0.328330078125,1.0596777343750001,-11.037804878048782,-10.289268292682927,190.73926829268294
2025-06-23T13:15:46.693963,-0.46298828125,0.400595703125,1.0401464843750001,-8.232926829268294,-6.630731707317074,191.10512195121953
2025-06-23T13:15:46.744679,-0.31552734375,0.349814453125,1.0528417968750001,-10.306097560975612,-12.24048780487805,209.88560975609758
2025-06-23T13:15:46.744774,-0.323583984375,0.334189453125,0.992294921875,-8.903658536585368,-12.545365853658538,231.59292682926832
2025-06-23T13:15:46.744822,-0.42734375,0.6425390625,1.0941015625000001,-7.989024390243903,-14.313658536585368,251.04414634146343
2025-06-23T13:15:46.744862,-0.05234375000000002,0.02730468749999998,0.95640625,-21.15975609756098,-21.874634146341467,293.0563414634147
2025-06-23T13:15:46.744901,-0.413671875,0.388876953125,1.0687109375000001,-6.220731707317074,-15.655121951219513,334.0929268292683
2025-06-23T13:15:46.800259,-0.12753906250000002,0.20528320312499998,0.990830078125,-14.147560975609757,-22.972195121951223,324.8856097560976
2025-06-23T13:15:46.800350,-0.20664062500000002,0.14107421874999998,0.9280859375,-15.062195121951223,-32.24048780487805,433.4831707317074
2025-06-23T13:15:46.800545,-0.15878906250000002,0.4003515625,0.819443359375,-28.354878048780492,-55.53317073170732,730.3734146341463
