%time,field.header.seq,field.header.stamp,field.header.frame_id,field.level,field.name,field.msg,field.file,field.function,field.line,field.topics0
1750681942800277810,3,1750681942655719854,,2,/record_1750681942596991948,Subscribing to /tf,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942800727778,4,1750681942662620290,,2,/record_1750681942596991948,Subscribing to /qualisys/svea7/odom,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942800764420,5,1750681942668058595,,2,/record_1750681942596991948,Subscribing to /qualisys/svea7/pose,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942800785060,6,1750681942674050136,,2,/record_1750681942596991948,Subscribing to /qualisys/svea7/velocity,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942800814789,7,1750681942679234479,,2,/record_1750681942596991948,Subscribing to /qualisys/svea3/odom,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942800823942,8,1750681942684343844,,2,/record_1750681942596991948,Subscribing to /qualisys/svea3/pose,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942800853095,9,1750681942695179013,,2,/record_1750681942596991948,Subscribing to /qualisys/svea3/velocity,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942800878600,10,1750681942701527334,,2,/record_1750681942596991948,Subscribing to /qualisys/svea2/odom,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942800889576,11,1750681942707316915,,2,/record_1750681942596991948,Subscribing to /qualisys/svea2/pose,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942800895656,12,1750681942712551084,,2,/record_1750681942596991948,Subscribing to /qualisys/svea2/velocity,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942800902569,13,1750681942718358170,,2,/record_1750681942596991948,Subscribing to /qualisys/svea1/odom,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942800920297,14,1750681942724465075,,2,/record_1750681942596991948,Subscribing to /qualisys/svea1/pose,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942801040461,15,1750681942730583116,,2,/record_1750681942596991948,Subscribing to /qualisys/svea1/velocity,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942801051438,16,1750681942736769959,,2,/record_1750681942596991948,Subscribing to /qualisys/svea0/odom,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942801060494,17,1750681942742507026,,2,/record_1750681942596991948,Subscribing to /qualisys/svea0/pose,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942801075087,18,1750681942747960436,,2,/record_1750681942596991948,Subscribing to /qualisys/svea0/velocity,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750681942801090639,19,1750681942754581534,,2,/record_1750681942596991948,Subscribing to /lli/ctrl_request,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
