%time,field.header.seq,field.header.stamp,field.header.frame_id,field.level,field.name,field.msg,field.file,field.function,field.line,field.topics0
1750680840791998741,3,1750680840621009371,,2,/record_1750680840552731156,Subscribing to /tf,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792056151,4,1750680840634972281,,2,/record_1750680840552731156,Subscribing to /qualisys/svea7/odom,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792068311,5,1750680840641035387,,2,/record_1750680840552731156,Subscribing to /qualisys/svea7/pose,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792074712,6,1750680840646875477,,2,/record_1750680840552731156,Subscribing to /qualisys/svea7/velocity,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792110137,7,1750680840653199424,,2,/record_1750680840552731156,Subscribing to /qualisys/svea3/odom,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792131737,8,1750680840658872181,,2,/record_1750680840552731156,Subscribing to /qualisys/svea3/pose,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792139098,9,1750680840664957560,,2,/record_1750680840552731156,Subscribing to /qualisys/svea3/velocity,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792149306,10,1750680840670248353,,2,/record_1750680840552731156,Subscribing to /qualisys/svea2/odom,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792171451,11,1750680840676604588,,2,/record_1750680840552731156,Subscribing to /qualisys/svea2/pose,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792208604,12,1750680840686587019,,2,/record_1750680840552731156,Subscribing to /qualisys/svea2/velocity,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792229436,13,1750680840692236960,,2,/record_1750680840552731156,Subscribing to /qualisys/svea1/odom,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792259069,14,1750680840698105403,,2,/record_1750680840552731156,Subscribing to /qualisys/svea1/pose,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792265662,15,1750680840704609675,,2,/record_1750680840552731156,Subscribing to /qualisys/svea1/velocity,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792269598,16,1750680840711086586,,2,/record_1750680840552731156,Subscribing to /qualisys/svea0/odom,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792274174,17,1750680840718913973,,2,/record_1750680840552731156,Subscribing to /qualisys/svea0/pose,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792280414,18,1750680840726324545,,2,/record_1750680840552731156,Subscribing to /qualisys/svea0/velocity,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792283934,19,1750680840732780688,,2,/record_1750680840552731156,Subscribing to /lli/ctrl_request,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792287582,20,1750680840742249407,,2,/record_1750680840552731156,Subscribing to /diagnostics,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792292735,21,1750680840748636171,,2,/record_1750680840552731156,Subscribing to /imu/data,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792296511,22,1750680840756283199,,2,/record_1750680840552731156,Subscribing to /imu/mag,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792301631,23,1750680840762058616,,2,/record_1750680840552731156,Subscribing to /imu/temp,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792305375,24,1750680840767830544,,2,/record_1750680840552731156,Subscribing to /lli/remote,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792308255,25,1750680840776490693,,2,/record_1750680840552731156,Subscribing to /lli/ctrl_actuated,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840792313919,26,1750680840782761678,,2,/record_1750680840552731156,Subscribing to /lli/debug,/tmp/binarydeb/ros-noetic-rosbag-1.17.4/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,256,/rosout
1750680840830583623,0,1750680840829260588,mocap,svea1,-0.42577231994653797,-0.4958276385769171,0.08442133211942124,-0.0011725176356352264,-0.028010301477985316,0.9903302494000097,-0.13586774943606486
1750680840834094775,0,1750680840834260702,mocap,svea1,-0.42577254231279593,-0.495825723620765,0.08442163219902742,-0.0011730903846828193,-0.02801020139619553,0.9903301660774302,-0.13586837245563604
1750680840840569990,0,1750680840839260578,mocap,svea1,-0.4257727088341575,-0.4958216820742529,0.08442512724115431,-0.0011749401916258566,-0.028011552185080592,0.9903299375579141,-0.13586974363804008
1750680840843948690,13,1750680693653704643,,2,/rosserial_dynamic,Setup subscriber on lli/emergency [svea_msgs/lli_emergency],SerialClient.py,SerialClient.setupSubscriber,591,/diagnostics,/lli/emergency,/imu/mag,/imu/data,/lli/remote,/rosout,/lli/ctrl_actuated,/lli/ctrl_request,/imu/temp,/lli/debug
1750680840845384704,0,1750680840844260693,mocap,svea1,-0.4257960500280541,-0.4957699668010126,0.08457375188618632,-0.0011772465736082725,-0.028017243079919887,0.9903296303760095,-0.1358707892816628
1750680840847956114,0,1750680840947703818,mocap,map,0.06,-0.06,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1750680840848843470,184,1750680840589783668,,2,/mocap_only,Qualisys-given State:
  -   x: -0.4258344929829825
  -   y: -0.49576180869097236
  - yaw: -2.8691528820506553
  -   v: -0.00018544050008185138
  -  frame_id   - mocap
  -  child_frame- svea1/base_link
  -  covariance - array([[0.0000, 0.0000, 0.0000, 0.0000],
       [0.0000, 1.0000, 0.0000, 0.0000],
       [0.0000, 0.0000, 0.0000, 0.0000],
       [0.0000, 0.0000, 0.0000, 0.0074]])
  -  time stamp: 1750680840579260588,mocap_only.py,mocap_only.spin,57,/qualisys/svea1/velocity,/qualisys/svea1/odom,/rosout,/scan,/lli/remote,/lli/ctrl_request,/lli/ctrl_actuated
1750680840851117143,0,1750680840849260569,mocap,svea1,-0.42581199694195615,-0.4957326350311774,0.08467758811646707,-0.0011805349623963423,-0.02802207348556049,0.9903292252682959,-0.13587271732864295
1750680840853740363,0,1750680840854260683,mocap,svea1,-0.42582180655384677,-0.49570821881463134,0.08474360753472965,-0.001186066635075229,-0.028026489887104676,0.9903286718378298,-0.13587579198100486
1750680840859916592,0,1750680840859260559,mocap,svea1,-0.4258268606316614,-0.49569378105005013,0.08478016300527896,-0.0011919769688900632,-0.028029846234916615,0.9903281105873663,-0.1358791385438173
1750680840864611335,0,1750680840864260674,mocap,svea1,-0.42582842979932517,-0.49568611063353957,0.0847952928472388,-0.0011972546103036941,-0.028033873078192415,0.9903275511441824,-0.13588233875820913
